Organization Name,Sector Name,Subsector Name,Operation Name,Address,eWh/HDD/ft^2,Energy Intensity (ekWh/ML)
Ottawa‐Carleton District School Board,School Board,School Board,Goulbourn Middle S,2176 Huntley Rd,3.19989652608777,
Ottawa‐Carleton District School Board,School Board,School Board,Kars on the Rideau MS,6680 Dorack Dr,3.19228466873991,
Ottawa‐Carleton District School Board,School Board,School Board,Knoxdale & Greenbank,170 Greenbank Rd,3.1579271394993,
Ottawa‐Carleton District School Board,School Board,School Board,Mary Honeywell ES,54 Kennevale Dr,3.12104984292957,
Ottawa‐Carleton District School Board,School Board,School Board,Churchill,345 Ravenhill Ave,3.08744749507581,
Ottawa‐Carleton District School Board,School Board,School Board,Roberta Bondar ES,159 Lorry Greenberg Dr,3.03802072063457,
Ottawa‐Carleton District School Board,School Board,School Board,Orleans Wood ES,7859 Decarie Dr,3.03029375883358,
Ottawa‐Carleton District School Board,School Board,School Board,Stittsville PS,40 Granite Ridge Dr,2.99727282347968,
Ottawa‐Carleton District School Board,School Board,School Board,Trillium ES,1515 Varennes Blvd,2.92579101282889,
Ottawa‐Carleton District School Board,School Board,School Board,Katimavik PS,64 Chimo Dr,2.89435043314604,
Ottawa‐Carleton District School Board,School Board,School Board,Terry Fox PS,95 Richvale Drive North,3.66042742774311,
Ottawa‐Carleton District School Board,School Board,School Board,Hopewell Avenue PS,17 Hopewell Ave,2.69291002045586,
Ottawa‐Carleton District School Board,School Board,School Board,Glen Ogilvie PS,46 Centrepark Dr,2.69291002045586,
Ottawa‐Carleton District School Board,School Board,School Board,Westwind Public School,111 Hartsmere Dr.,2.69291002045586,
Peel District School Board,School Board,School Board,Fallingbrook Middle School,5187 Fallingbrook Drive,9.33982593601636,
Peel District School Board,School Board,School Board,Britannia Farm & Schoolhouse,5490-5576 Hurontario Street,9.33982593601636,
Peel District School Board,School Board,School Board,Vista Heights PS,89 Vista Boulevard,9.33982593601636,
Peel District School Board,School Board,School Board,Lisgar Middle School,6755 Lisgar Drive,9.33982593601636,
Peel District School Board,School Board,School Board,Owenwood PS,930 Owenwood Drive,9.33982593601636,
Peel District School Board,School Board,School Board,Aloma Crescent PS,57 Aloma Crescent,9.33982593601636,
Peel District School Board,School Board,School Board,Glenforest SS,3575 Fieldgate Drive,9.33982593601636,
Peel District School Board,School Board,School Board,Queen Elizabeth Sr PS,60 South Service Road,9.33982593601636,
Peel District School Board,School Board,School Board,Cawthra Park SS,1305 Cawthra Road,9.33982593601636,
Peel District School Board,School Board,School Board,Huttonville PS,2322 Embleton Rd.,9.33982593601636,
Peel District School Board,School Board,School Board,Grenoble PS,33 Greenbriar Road,9.33982593601636,
Peel District School Board,School Board,School Board,Hawthorn PS,2473 Rosemary Drive,9.33982593601636,
Peel District School Board,School Board,School Board,Britannia School House,5576 Hurontario St.,9.33982593601636,
Peel District School Board,School Board,School Board,Forest Avenue PS,20 Forest Avenue,9.33982593601636,
Peel District School Board,School Board,School Board,Gordon Graydon Memorial SS,1490 Ogden Avenue,9.33982593601636,
Peel District School Board,School Board,School Board,Silver Creek PS,460 Silver Creek Blvd.,9.33982593601636,
Peel District School Board,School Board,School Board,Glendale PS,35 Sunset Boulevard,9.33982593601636,
Peel District School Board,School Board,School Board,Springfield PS,3251 The Credit Woodlands,9.33982593601636,
Peel District School Board,School Board,School Board,Judith Nyman S.S.,1305 Williams Pkwy.,9.33982593601636,
Peel District School Board,School Board,School Board,Adult Education Credit Program (North Campus) - leased property,7700 Hurontario St,9.33982593601636,
Peel District School Board,School Board,School Board,Northwood PS,70 Gretna Drive,9.33982593601636,
Peel District School Board,School Board,School Board,Sheridan Park PS,2280 Perran Drive,9.33982593601636,
Peel District School Board,School Board,School Board,Caledon East PS,15738 Airport Road,9.33982593601636,
Peel District School Board,School Board,School Board,Lincoln M. Alexander SS,3545 Morning Star Drive,9.33982593601636,
Peel District School Board,School Board,School Board,Willow Glen PS,1301 Epton Crescent,9.33982593601636,
Peel District School Board,School Board,School Board,Bramalea SS,510 Balmoral Drive,9.26296604064839,
Peel District School Board,School Board,School Board,Kings Masting PS,3351 King's Masting Crescent,9.25834795310483,
Peel District School Board,School Board,School Board,Helen Wilson PS,9 Abbey Road,9.19752994998553,
Peel District School Board,School Board,School Board,Mineola PS Annex,166 Windy Oaks Drive,9.03104666620822,
Peel District School Board,School Board,School Board,Gordon Graydon Sr PS,170 Rutherford Road,9.00331244481393,
Peel District School Board,School Board,School Board,Central Peel SS (Formerly IndEC North),32 Kennedy Road North,8.90287778108303,
Peel District School Board,School Board,School Board,Peel Alternative School North,315 Bartley Bull Parkway,8.90174870213163,
Peel District School Board,School Board,School Board,Harold F Loughin PS,39 Herkley Drive,8.88836816825813,
Peel District School Board,School Board,School Board,Ashgrove PS,3215 Thorncrest Drive,8.88410981411177,
Peel District School Board,School Board,School Board,Sir Wilfrid Laurier PS,364 Bartley Bull Parkway,8.86169559479664,
Peel District School Board,School Board,School Board,Hanover PS,215 Hanover Road,8.83270512164121,
Peel District School Board,School Board,School Board,Erin Mills Sr PS,3546 South Common Court,8.81698530660262,
Peel District School Board,School Board,School Board,Esker Lake PS,10420 Heart Lake Road,8.81440106995166,
Peel District School Board,School Board,School Board,Westacres PS,2165 Breezy Brae Drive,8.80123504381566,
Peel District School Board,School Board,School Board,Mineola PS,145 Windy Oaks Drive,8.79163708125272,
Peel District School Board,School Board,School Board,Allan A Martin Sr PS,1390 Ogden Avenue,8.71731255868441,
Peel District School Board,School Board,School Board,Oakridge PS,2060 Stonehouse Crescent,8.71401669598105,
Peel District School Board,School Board,School Board,Ray Lawson PS,725 Ray Lawson Blvd.,3.49776652269224,
Peel District School Board,School Board,School Board,Caledon Central PS,18357 Kennedy Rd.,8.67846202594778,
Peel District School Board,School Board,School Board,Hilldale PS,100 Hilldale Crescent,8.67448538652668,
Peel District School Board,School Board,School Board,Sandalwood Heights S.S.,2671 Sandalwood Parkway East,8.6668410795472,
Peel District School Board,School Board,School Board,Clarkson SS,2524 Bromsgrove Rd.,8.66587643813487,
Peel District School Board,School Board,School Board,West Credit SS,6325 Montevideo Road,8.6585073174278,
